,product,title,rating,body
23,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Smallest and lightest Full-frame camera I owned,5.0,"I was lucky to receive as early Christmas gift the A7c basic kit with the FE f/4-5.6 / 28-60mm lens. I previously owned a Sony a230, that I switched for a ""semi-pro"" compact camera from an other brand.First of all, I have to admit, I am highly satisfied with this impressively ""tiny"" full frame camera. What you have to know before buying: It's a E-mount and FE lens are highly recommended (and pretty expensive but worth every penny you invest in it). If you are a vlogger or that photo is your hobby, but you always felt that DSLR are too big or too heavy, go for this piece of mirrorless art.I am very impressed how fast I got used to the new options, and how easy taking decent picture was. The bokeh with the basic lens is pretty ok and I like how the auto mode was very fast and reliable. I do feel that it's a pretty premium entry camera for beginners who wants to make a serious (or not so serious) hobby out of this camera.I use it essentially for my Instagram content or for some other personal/professional projects too. I do miss something from it. Due to its size, one of the control dial is missing. I like to have one on the front of the camera.My lens selection is the following (hobby, dog lover and astrophoto lovers with the basic kit lens set):- The light telephoto option - Sony 70-300 mm, f/4.5-5.6- Astro photo and wide angle: Sony 24 mm, f/1.4I am now feeling that I have to invest in new lenses especially for astrophoto. I will update the review after the next hiking session I will do with my new Sony 24mm f/1.4 ."
24,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),A full frame beauty hidden in a compact body,5.0,"There is a lot to be said about this camera. It has the full-frame goodness incorporated in the form factor of an Aps-c body. That means you are more likely to carry it with you everywhere, especially when traveling. Being a full-frame you have the ability to purchase some really nice Sony lenses, of course, some of them are really big and would make this not as compact. The viewfinder is just not pleasant to use. A compromise when trying to trim everything down. I love the articulating touch screen! If you want to make a 4K video on Youtube this is perfect. If you want to vlog on the go then you might prefer a wider lens but that would make the setup a bit heavier and clunkier. It can be done though. The menu screen does not have touch functionality. When closed you can have the screen facing inwards so as to keep it safe. The menu system is the older version, who knows if they will update to Sony’s newest version. It is missing a couple of dials and buttons: No joystick and most of the buttons will have to be used with your right thumb. It only has 1 SD card slot, a bit of a bummer if you wanted to use it as your main wedding or gig camera. Great autofocus and they were able to pack-in IBIS into the body, impressive for the size. This is really where I was floored, the camera helps you not miss that shot or keeps it from being blurry. Love that! Battery life is awesome. You get weather sealing, just make sure the lenses you purchase have that feature as well. I easily transferred files over to my smartphone via wifi/Bluetooth that the camera offers. Overall, this is a very nice camera for traveling or if you really want and need the articulating touch screen. You are going to have to spend a premium for that though. You are paying for the image quality of a full-frame sensor and the compact size versatility that the other Sony models don't offer. After seeing the images this camera produces, even the JPEGS, you will probably fall in love with it as I did. I added some straight out of camera jpegs. I received this product at a discounted price in exchange for my honest opinion."
25,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Best Camera for Your Lifestyle,5.0,"Best Camera for Your LifestyleThis is the best camera for recording your lifestyle and express yourself. Sony Alpha 7C is the most compact full-frame mirrorless available in the market. Its lightness and well-balanced body help you carry it wherever you go without any second thought. Its uncompromising capability and quality let you obtain the highest quality images and videos anywhere and at any moment. I would recommend this camera for people who want to upgrade from crop body, serious about recording your lifestyle, content creator, professionals who need a second body.Swivel screenThis is the second Sony full-frame camera with an articulating screen. Another one that has this screen costs much more. It changes the game in the sense that you have much more freedom in your shot angle and also monitor yourself for the self-shot without any other accessories.Sony Auto Focus TrackingAutofocus and Video focus tracking are out of this world. You will not sacrifice shots that are out of the focus. Especially, Auto tracking enabled in the video makes this camera best for the Vlog. The enhancement on the screen brightness is an upgrade from a7m3. Some suggest viewfinder is a downgrade, but I had no problem with it. I also like how detail you can adjust focus transition speed to make it more cinematic. I wanted it to have an updated Sony menu system, but it has the previous generation touch menu system with a menu button in a weird location.Video reliabilityThis is also a great camera for video recording with unlimited video recording minutes. You can make a professional-quality video for any type of conference or lecture. I see this can be even a great sub-camera for the professionals to have that reliable second and third view of the recording.New Compact bundle LensSony created a new FE 28-60mm F4-5.6 compact lens to go in hand with Sony A7C. I took several shots with this lens and it was a pleasant surprise. I usually do not have any high hopes for the bundled lens and especially the small lens. However, this produces great quality images. The compact lens size and lightness draw you to use it more often than you think."
26,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),"Full-frame photos in a super compact body, as amazing as the quality lenses you put on it",5.0,"I own the much more expensive Sony a7s III for video but upgraded from a Sony A7 III to this A7c for photos for the resolution. That resolution is big enough to crop in on things like the moon without much quality loss. I think this camera is an amazing compact replacement for the a7 III. With quality lenses you'll get amazing results! The included photos were all with the 100-400GM, some shots with the 2x teleconverter.The only 2 major drawbacks to this camera is that it really should have 4k 60 video at this point. It should have also received the nicer new menu system as the a7S III as it was released after it. I don't think those are deal breakers, since I couldn't rate 4.5 my rating is 5 stars."
27,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),This is a superior full frame camera in a small package,5.0,"I love this camera and have used it for landscape, flowers (with the Sony 90mm macro), and running children (with the Sony 85mm f1.8).  The autofocus is top of the line and the eye focus is excellent too.  Even the kit lens, the 28-60mm that comes with this camera, is surprisingly sharp and very useful.  Really a great job Sony has done putting a big sensor in a small camera."
28,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Looking for your first full frame camera? Look no further,4.0,"Stepped to this camera from a Canon M50 and man was it an incredible upgrade! If you're like myself and didn't want to go all out on the latest and greatest any of the brands have to offer, then this is a great ""budget"" alternative. Yes $1,800 is still a lot of money, but it's the cheapest full frame camera you can buy new. I'm primarily a video shooter with the occasional photo shoot and this camera is really a fantastic for hybrid shooters. After using this camera for a few months, I see why people rave about Sony image quality is absolutely amazing and is plenty of camera for beginners to not only start with but also grow with!"
29,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Light weight and excellent new compact zoom lens,5.0,Light weight and excellent compact zoom lens. Excellent autofocus. I own an A9 and the A7c is very very good. If you value light weight and sharp pictures you will love it. Be advised however that the viewfinder could be better and you will need to adapt to having fewer physical controls - not a problem for me.
30,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),The Perfect Camera,5.0,"This is the perfect all-around camera and lens setup for me. I like to be minimalist with my tech, and I found that this camera is the smallest one that can do everything I want, and everything I imagine most people could want. It's got a mic and headphone jack, it's full-frame, weather-sealed, has a touch screen, no known major overheating issues, no video record time limit, good battery life, just perfect for me. I bought the body only, but actually bought the kit lens on eBay afterward because I read up about it and it's actually awesome (I don't usually do kit lenses which is why I initially didn't buy this one). Thanks Sony for making this camera, it's a move in the right direction for sure. Thanks for packing so many features into such a small body."
31,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),"Does everything required, and does it extremely well.",5.0,"Like:  Incredible battery life, fantastic low light performance, vibrant colors, fast focusing, & reliable motion compensation, +Viewing Screen flexibility.Dislike: menu - Sony, please fix this software ASAP!  Also, the body is thicker then the APC bodies,  this is due to the full frame & back screen, but be aware it is not as ideal as the APC bodies."
32,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),"Compact, Quick, Stunning IQ",5.0,"Upgraded from an a6000 which has been regulated to overkill webcam. Absolutely a joy to use, extremely quick autofocus and the video capabilities are second to none. Full-Frame in a compact body, and the pictures are stunning in both JPG (Sony color science on this model is great) or RAW."
33,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),"Compact, full frame and amazing auto focus  system.",5.0,"Pros:- Quick and accurate auto focus system- Great Image quality even with the kit lens.- Image quality handles very well in  Low light environment.- Unlimited video timing.- Full frame camera in small body, great for traveling.- comfortable ergonomic grips.- Sony solid build quality. It will last for many years.Cons:- Only 1 custom function button.-"
34,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),O WOW,5.0,"This was our first full frame and also expensive one we own , I just love it a lot ...I am just learning in a senseso i am really very glad and happy to bought this one so thanks ...."
35,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),For the professional and hobbyist it'll work wonderfully,5.0,"Picture quality is brilliant, auto focus, and manual features work seamlessly. The included sony battery has incredible performance, especially when it comes to drawn out 4k videography. There is an automated time lapse feature, and for those looking for a solid camera with 3 easy to set manual modes look no further. It's exceeded my expectations."
36,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),"Awesome Camera, but the touch screen could be a little more feature rich",5.0,"Took this to Disney world with the Sonny G 24mm f2.8 compact lens, and it was absolutely wonderful. After dialing in the quick settings, I was able to capture every moment I wanted."
37,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Very bad purchase,1.0,Amazon used condition  : Camera components  inside was wobbly there was scratches and dents on it same as well couldn’t get it to take pictures
38,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Awesome!,5.0,Awesome
39,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),My first full frame camera… wow!,5.0,"Upgraded from a LX10 Panasonic and couldn’t be happier. The A7C is a great full frame camera for a beginner/hobby cinematographer like me. There is so much to learn from the deep MENU, and I’m looking forward to it!"
40,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Great camera.,5.0,The best camera I have ever owned. Arrived new with no problems. Thanks Amazon for a good price.
41,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),"Low screen resolution, bad grip, excellent 4K, fastest autofocus, small body",4.0,"Low screen resolution, no touch screen, no ergonomic, bad grip, excellent 4K, fastest autofocus, small body."
42,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Awesome!,5.0,I am 100% happy that I got the A7C.  The compact design makes it easier to carry around all-day.  I highly recommend this camera to anyone looking to get a full-frame camera.
43,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Amazing Camara,5.0,One of my best purchases. I really recommend this Camara for people that are getting serious into videography or photography. Or even if you just want to blog!
44,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Missing parts,3.0,"Great camera, however it arrived with several missing parts in which i couldn’t use the camera right away."
45,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Powerfull camera,5.0,"This is incredable photo camera. I'm absolutely in love with.The compact size, convinent controls, full frame, beautifull design..."
46,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Great,5.0,"Great compact camera, easy to carry and fast focus on baby."
47,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Compact is win,5.0,Pro camera in compact size
48,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Nice product,5.0,"Compact, lightweight and excellent quality."
49,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Great compact full-frame camera,5.0,"I was debating between the A7iii and this camera and ultimately decided on the A7C. Ultimately I wanted something that was compact yet provided the image quality of a full frame camera. I’ve had full sized DSLRs in the past and I noticed that the size and cumbersome nature of carrying them around deterred be from taking the camera with me. With the A7C, the compact size really makes me more prone to stick it in a bag and take it wherever I go. Also, the updated autofocus system really tipped the scale in favor of the A7C.I plan on primarily using prime lenses so the whole “large lens on a small body” argument doesn’t much apply to my situation.As far as functionality and the loss of dials/custom buttons, it’s not a situation that is going to be of any major detriment to anybody using this camera. Yes, you lose out on some conveniences, but you can still set customizations and use the quick function menu to get to the controls you need. Obviously if you’re going to be doing professional work, the other alpha models will better suit your needs, but I this camera isn’t necessarily geared towards those people so we shouldn’t be holding it to those standards.The flip out screen is nice, though I’m agnostic when it comes to this feature as I don’t plan on vlogging. However, if I were to this would be an absolute must. It does serve as a nice feature when I’m taking photos from difficult angles.Battery life is fantastic. Build quality is very solid. Overall I’m very happy with the purchase and I’m looking forward to snapping a lot of photos with this little beast."
50,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),C for compact. The A7iii goes on a diet.,5.0,"Sony has taken their hugely popular A7iii and sent it to the plastic surgeon with a photo of an A6500 with directions of ""get a body like that!"" The result after some miniaturization is called the A7C... the C is Sony code for ""compact"", although cool, crazy or cute can apply too - but cheap certainly does not.I found my C lightly used for a shade over $1500, and after shooting it for several weeks, I can tell you... situationally, it's a quality-of-life improvement over previous A7 bodies, depending entirely on your priorities. If you've got an A7iii today, it's a lateral option, not a clear upgrade.IQ is identical to my amateur eyes to the A7iii, which is to say, delicious 24 megapixel RAW and JPEG files and decidedly jazzed up colors from earlier Sonys. Sony isn't FujiFilm, but looking at the JPEG color science on the Mark 3 and 4 bodies, versus the OG A7 from 2013... it's significantly improved, particularly on the skin tones. Shutter sound is a bit different from the A7iii, personally I like it better - a satisfying, precise chunk-chunk.The tilt-screen on the A7iii was nice, the flippy-screen on the A7C is better. A lot of people will scoff and call it a vlogger feature - in reality it's just enjoyable flexibility - not to mention protecting the display when you're living on the EVF. Touchscreen seems a tad more responsive than the A7iii's touch-to-focus setup. Alas, the C does not get the A7Siii's revamped, touch responsive menus (and likely won't ever get them, since it has the A7iii's processor).Sony has abandoned the soft plastic ""port flaps"" on the A7iii and given the A7C ports proper hinged doors, and that is very welcome and will improve long-term reliability. The viewfinder relocates from top-side to left-side, which might upset left-eyed 'togs but I'm right-eyed, so no surprise, I rather enjoy the rangefinder configuration. The III's viewfinder is more comfortable and indisputably larger, but the C's is perfectly usable in the bright Florida sun. Oddly the SD card slot is on the left, and to go smaller, the 2nd card slot is gone, so is the ancient Micro-USB B port... it's all USB-C from here on out. Many will miss that 2nd card slot, but no one will miss the old USB port.Other features are there like you've come to expect from the A7iii, it handles high ISO about equally well to the A7iii, 12000 and it's not breaking much of a sweat, but starts to show a lot near 25k and above, depending on shooting conditions.Losing the front exposure dial and some of the custom buttons is the most painful adjustment... you can use the 2 rear dials in tandem for Shutter/Aperture control in M, but the utility of the front dial is missed from time to time. Some have said the IBIS is poorer on the C than the III, I cannot duplicate this in my shooting of either (I don't own any lens with its own stability control), the III and C seem to be about the same. Autofocus seems to be much like the III, eye AF catches my kids and very hyper puppy without any issues whatsoever. I’ve read Sony improved it, rest assured, it’s working great.I got the A7C as a body-only, so I haven't tried Sony's adorable little 28-60 kit zoom, but by all accounts, it's a much better lens than the aging 28-70 kit zoom glass you'd get on the III and other A7s.I most often shoot the A7C with a Samy 35 2.8 pancake, the Sony 85 1.8 prime 💚 or the Tamron 28-200. Even with the gorgeous and largish Tam superzoom, the entire package is a far easier fit in the backpack for a day at the zoo or Disney World than the A7iii - and a little lighter on the shoulder. It feels like packing a crop system versus a legacy A7 model, for sure.I think Sony is drawing a line in the sand. A lot of A6400/6500/6600 shooters are keenly eyeing this one and the full-frame ecosystem, and a lot of A7ii shooters and those on aging Canikon “Costco DSLRs” too, I'd imagine. Yes there are gigantic Gmaster lenses that negate the size improvements on the A7C, but Samyang and Tamron are making some smaller full-frame lenses that are super compelling and priced quite aggressively.At $1798 MSRP body only, it's presently a steep ask... this isn't $999, an A7iii with promotional discounts often comes out cheaper and offers some features (and arguably some drawbacks) that the C doesn't. That being said, the C is smaller and lighter, significantly in some directions... losing the EVF hump top-side does make a difference in the camera bag. The C is chunkier than an A6000, but not especially larger than an A6500.Inevitably, when the A7C with kit glass makes it way down to $1598 with promotional discounts, think Black Friday 2021... it's going to become the de-facto Sony full-frame for the price-conscious who wants a little more than an A6XXX series delivers. Not many A7R or A7S shooters are going to consider this a primary, but for the new mom/dad, or aspiring Youtuber, or hobbyist on a budget who wants to dip their toes into full frame, this is a really nice option to have."
51,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Small and quality image.,5.0,"I'm a Nikon photographer for 5 years. This time I switch to Sony mirrorless full frame, which I've been waiting for so long because I was not ready. The reason I chose this one over A7iii or others is its size, so tiny, like a beginner point and shoot camera, with professional image quality. I also do vlogging, and this flip screen is perfect. Auto focus is quick like iPhone. I love using the peaking focus assist feature too. Some people might argue that this camera is lacking a lot of buttons or key features compare to higher end Sony camera, but for me, if we spend time get to know the camera, we can take the perfect photos."
52,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Love it but..,5.0,"I'll start out with the Cons since most of you know all the Pros that come with the camera.  A little about me first, I'm a avid hobbyist and have been shooting with Nex-5n, Nex-6, a5100, a6300, and a6500 for the better of the last 6 years.  I'm a huge fan of the compact alpha line from Sony which explains why I've waited so long in upgrading to full frame.  Finally this camera was announced so I jumped on it.  And overall I love it.  However, there have been a few surprises.First.  No flash.  I didn't know this.  I didn't read about it on any review and didn't notice is was missing a flash anywhere until I had it in my hands.  Granted I have external flashes so it's not a huge set back and I totally understand there are sacrifices that need to be made when making a full frame camera so small therefore I'm not taking a star away from it.Second, Just as I expected, I'm not loving the new screen.  I'm aware there is more potential from a screen like this especially with selfie mode, but I prefer the older style.  Let's say you're recording video, and you lower the camera to about knee height.  With an a6500 you can just flip up the screen with any of your fingers while recording. Very easy.  On this one, it takes more work to get that angle.  Not something you can do easily while shooting a video and trying to keep it steady at the same time.  I recommend you pop out the screen before starting to record. As I mentioned, it's not a huge set back since there's more potential from this screen so I'm not docking it a star either.  In fact, I think the screen is a hair bigger than the old one which is cool.Third.  I don't see a way to record video in MP4.  I transfer 90% of what I shoot straight through my phone through the app, and unless it's in mp4 my phone won't register the file.  But maybe I'm missing something, I've only had it for a week.  So I'm not docking it a star either. Especially since I'm keeping the a6500 for video and using this one strictly for pictures.4. the viewfinder does not come with an eyecup (why on earth? I don't know.  although it's the same size as the evf on my a6500, it feels smaller because there's no eyecup.  I don't feel that's enough of a reason to deduct a star, I really want to because that's a pretty big deal, but the camera still deserves 5 stars.5. There aren't short cut buttons.  usually Alpha camera have about 3.  This one doesn't have any.  I've actually never used them before but I'd love to use it on this one to short cut super 35mm option and get more range from the same lens without having to go through the menu.Overall I love the camera and I'm super stoked about it.  In case you're wondering it's a bit thicker and heavy (which his expected) from a6xxx line and I'm ok with that.  I'm learning something new every day and look forward to actually printing something new I take with this camera."
53,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Kind of succeeds at it's purpose but...,4.0,"I recently moved to an area with beautiful mountains, hiking everywhere. My only FF camera is a Panasonic S1 which I LOVE..but it is rather huge and heavy..hence for my new life with so much to explore..this A7C really caught my attention because of its small size and weight. In the past I have owned the A7S, A7RIII, RX1RII. That said, though I shoot raw and jpeg, I kind of hated Sony color science esp skin tones..not always, but overall.  Because of jpeg skin tones and overall handling, I eventually sold all my Sonys little by little. Obviously Sony keeps improving EVERYTHING, including color science, their auto focus is second to none.  My life story aside..so in Utah where I now live, the sun is super bright and strong. My first day of shooting while doing an easy hike up a mountain was a good test for the A7C. I heard over and over how almost useless the evf was but didn't believe it. In bright sunshine..yes it's rather hard to see anything thru it, and the lcd screen was rather dim too. However as to the A7C's purpose of being light and easy to take with you...I do have to give it 5 stars. Also I was blown way by the 20-60 kit lens as to sharpness and overall IQ. I only used the A7C for photography not video re: this review. When I got home I was excited to see my first batch of pictures. For the most part image quality esp considering I used the kit lens, was awesome. Indeed colors looked better to me than my prior Sonys..didn't have the old orangey skin thing that Sony's seem to do a lot. However and I suppose this could happen with any camera, most of my photos had a very dark dust spot in the upper right hand corner of every picture. Of course I can fix them all in post..but I only took all of 100 pictures  or so since owning the Sony. I did not swap out lenses and it was a calm day with almost no wind. The fact that the sensor already got dust on it was a real drag for me. Also I skipped this but, I DID miss having the extra customization buttons aka the A7III and my biggest bad...the ""A7III is really not THAT much larger than the A7C."" So why give up all those controls? In that way for photography I prob could have gotten away with the A7III with that tiny kit lens..or perhaps a small prime like one of the sigmas for small size and less weight. Back to the dust issue...I hated to do it..got the hand blower out and tried to remove the dust.  I FIRST tried using the built in sensor cleaner which did nothing. In fact the blower KIND of worked..the dust spot was no longer there..but seemed to have moved to another pat of the sensor..Obviously this should not be a deal breaker, and the cause was PROB the plastic kit lens that sucked in some dust.  Maybe the dust didn't help, I started just getting the overall feeling this A7C is jut not worth it's price tag. Just kind of a cheap overall feeling..and the dust spot sure didn't help my feeling of quality control or 2k I just spent. I decided to return it as I'm not going to try and use a wet sensor swab cleaner on a brand new camera.. As to VIDEO well this may indeed be a great camera...Though as mentioned, the LCD was rather dim outdoors for vlogging so that's not good. For photography if you choose carefully, you can get a rather small FF camera not THAT much larger than the A7C, but with more buttons for direct customization control, be it even another Sony body, or in my case changing it for a semi light, compact new Panny S5 with a small 20-60 lens...the A7C is just not worth it's price-tag IMO, it exudes a sort of cheapness overall..if that's a word. :) To be fair though, being so lightweight, is something Sony WANTED to do..so my cheapness comment? was just MY feeling about this camera."
54,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Perfect adventure camera!,5.0,"I am an adventure photographer always on the go up and down mountains. That being said I take into consideration everything that I'm carrying in order to make the trip comfortable and even possible. The Sony A7C has a lot less weight, but is definitely not less of a camera! It has all of the greatest qualities from previous Alpha line cameras jammed into its fun size!"
55,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Love it!,5.0,I love this camera so much! The quality is clear and it gets some really great shots!!! It really made my love for filming grow. I love that it is easy to take around with you and so portable. The design is very cool and I love that it has a retro look. It really is the best camera i ever brought!!! I am so excited to tell my friends and family about it and make cool videos for them! The price is a little much but it is well worth it for such a great camera! I think the size of the camera is perfect and it’s easy to hold! Perfect for on the go! It can certainly adapt to any environment that I am in if I’m moving around or just sitting still! I love the full frame high image quality which is something I never got before in my other cameras! I really love the bokeh features gives my video a softer feel. I love the AI tech behind it! Really cutting edge! The audio is so clear! All in all a really great camera! Disclaimer: I received this product for a discounted price in exchange for my review
56,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Improves on the A7iii in a smaller form factor,5.0,"Focusing on the actual experience I have, especially compare to sony's own full frame in the same price point which I still think is the gold standard for this price point.--It is light, especially pairing with the kit lens. You WILL notice the weight different vs the other sony camera w/ 28-70.--Yes, the view finder although small didn’t seem to take long to get used to.--The 28-60 kit lens is very sharp and feels greatly balanced with the weight of the camera. The Lens vs the 28-70 I used to compare with the A7iii seems to be on point.--Real time tracking, is amazing for Vlogging or streaming. Add that to the 3 hours you get with the battery, no Time limit on recording! For vlogging having this and the LCD be able to face me is a game changer.--Almost every buttons are customizable, except menu, playback and shutter. Although the shutter speed is lower I felt it was better in comparison. Not sure if its due to newer firmware or what but felt better.--Flip screen is a game changer with what my use case is (streaming set up for my PC and vlogging)This camera is perfect if you want to travel light, pack light and mostly using a small lens"
57,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Great for Vlogging!!,5.0,"I love this camera. It’s everything you want in a Sony a7iii and more. Plus the size is amazing. The 120fps in 1080p is amazing and extremely clear. I do wish it had the new menu system like the Sony a7Siii. Overall, I love this camera."
58,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Mini A7 III,5.0,"****READ****Coming over from Nikon and Canon..I'll keep it short and sweet. It's a very good camera offering most of the specs of the a7iii in a mini body. Mostly everything about this camera is great but it's not perfect and here's why. The grip isn't that solid, feels like it might slip, the eyefinder is small and off centered, much like the a6000's line. It's a pain to shoot fully manual, your thumb will be doing most of the work. But the biggest downfall, only one card slot. All the downfalls aside I don't regret buying it, the auto focus is amazing! Top notch. Flawless. The menu system is simple, easy to use, beautiful FF picture quality of course(even the Jpegs look great although I'd recommend shooting RAW). It's light, small, compact."
59,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),I love this camera! Coming from A7R2,5.0,"I have had an A7R2 for a few years. I am not a professional photographer - I am a consumer who wants gorgeous photos of his family! The A7R2 was great but it was (1) slow, (2) bulky and (3) had UHS-I memory.Switching to the A7C has been awesome. The camera is super fast, has an incredible auto-focus, is compact and has very fast memory. I went from my camera being a tool I take out on special occasions to something I can carry with me daily. I paired the A7C with a 24-105 F4 lens and they fit great in the 3L or 5L Peak Design bag.Love this camera, could not be happier!"
60,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Great camera! Not that much smaller!,5.0,"I got this with the lens for traveling, I really like it thus far! It is very similar to the a7III (which I also have), but without two SD card slots and a little smaller. Sony has also improved the feel and the buttons of their cameras! The swivel screen is also great on a fullframe! Overall, cute, small camera and lens duo!"
61,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Wow... Have I found the perfect travel camera?,5.0,"I've been searching for something that would allow me to take high quality photos and still be light and compact for trips. While my phone does a wonderful job, I wanted the option of different lenses for different scenarios. I'm excited to share that the Sony Alpha 7C is just that camera. it is really light and fits comfortably in my fanny pack, but more importantly the pictures it takes are simply gorgeous. I can't recommend this product enough!"
62,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),camera,2.0,"the blues are horrible especially the skies ,also the files wont get much editing"
63,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Best compact full frame,5.0,Compact full frame in hand. Bought one month ago from Best Buy. Best video for vloggers with no time limit. Only thing little less grip to catch with hand but negligible. I like flip screen very much. Best picture quality than aps-c cameras.
64,Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver (ILCE7CL/S),Sony's newest full-frame didn't disappoint,5.0,"First thing to note is that this is NOT meant to be a camera for ""everyone"" - it really depends on a few things ... are you stepping up to full-frame for the first time and are you only used to point and shoots vs. a pro photographer who uses a lot of custom keys? What camera are you currently using? Are you already invested in the Sony camera/lens ecosystem or moving over from, say, Canon? How important is compactness and size?For me, this camera replaces an A7II. IF I had an A7III, I'm not sure this is worth replacing (nor do I think Sony is focusing on this group). A few quick first observations:*  Build quality is what you expect from Sony* Eye AF/focusing speed is a total game-changer for me, coming from the A7II* Battery life is much better (again, coming from the weaker battery)Overall, love this camera and it meets my needs well (enthusiast) for what it is. Really enjoying its capabilities!"
